ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU630	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-465	 CAG-465	CAG-465 sp900554875
OTU631	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp000434435
OTU632	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp900547975
OTU633	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp900548005
OTU634	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp900549225
OTU635	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp900550855
OTU636	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp900550915
OTU637	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp900551145
OTU638	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	CAG-475 sp900763875
OTU639	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 CAG-484	CAG-484 sp000431315
OTU640	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 CAG-484	CAG-484 sp900321895
OTU641	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 CAG-484	CAG-484 sp900554385
OTU642	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp000437495
OTU643	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp001701295
OTU644	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp002361235
OTU645	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp002491165
OTU646	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900321585
OTU647	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900541835
OTU648	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900542185
OTU649	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900547755
OTU650	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900549375
OTU651	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900550645
OTU652	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900552315
OTU653	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900554345
OTU654	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900554845
OTU655	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900555915
OTU656	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900556595
OTU657	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900759795
OTU658	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900760735
OTU659	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900760815
OTU660	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900760885
OTU661	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900761855
OTU662	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900766975
OTU663	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	CAG-485 sp900767075
OTU664	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-488	CAG-488 sp000434055
OTU665	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-488	CAG-488 sp000434915
OTU666	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-488	CAG-488 sp003486665
OTU667	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-488	CAG-488 sp900539465
OTU668	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-488	CAG-488 sp900554995
OTU669	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-492	CAG-492 sp000434015
OTU670	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-492	CAG-492 sp000434335
OTU671	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-492	CAG-492 sp900553225
OTU672	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-492	CAG-492 sp900557045
OTU673	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-492	CAG-492 sp900557195
OTU674	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	CAG-495 sp000432275
OTU675	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	CAG-495 sp000436375
OTU676	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	CAG-495 sp001917125
OTU677	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	CAG-495 sp900538765
OTU678	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	CAG-495 sp900540425
OTU679	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	CAG-495 sp900551585
OTU680	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	CAG-495 sp900762585
OTU681	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-510	CAG-510 sp000434615
OTU682	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-510	CAG-510 sp900550475
OTU683	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-510	CAG-510 sp900551115
OTU684	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	CAG-521 sp000437635
OTU685	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	CAG-521 sp002329575
OTU686	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	CAG-521 sp900544345
OTU687	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	CAG-521 sp900545335
OTU688	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	CAG-521 sp900553105
OTU689	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	CAG-521 sp900554675
OTU690	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	CAG-521 sp902388655
OTU691	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-533	CAG-533 sp000434495
OTU692	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-533	CAG-533 sp004563275
OTU693	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-533	CAG-533 sp900551105
OTU694	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-533	CAG-533 sp900553855
OTU695	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-552	 CAG-552	CAG-552 sp000435495
OTU696	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-557	CAG-557 sp000435275
OTU697	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-56	CAG-56 sp900539525
OTU698	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-56	CAG-56 sp900752065
OTU699	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-56	CAG-56 sp900762665
OTU700	Bacteria	 Firmicutes	 Bacilli	 RFN20	 CAG-288	 CAG-568	CAG-568 sp000434395
OTU701	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-582	CAG-582 sp000435515
OTU702	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-582	CAG-582 sp900760845
OTU703	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-590	CAG-590 sp000431135
OTU704	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-590	CAG-590 sp900544905
OTU705	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-590	CAG-590 sp900548855
OTU706	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-590	CAG-590 sp900552885
OTU707	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-590	CAG-590 sp900769115
OTU708	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-594	CAG-594 sp000434835
OTU709	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-594	CAG-594 sp900759985
OTU710	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-594	CAG-594 sp900771805
OTU711	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-594	CAG-594 sp900772415
OTU712	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-603	CAG-603 sp900066105
OTU713	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-605	CAG-605 sp000433255
OTU714	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-605	CAG-605 sp000433475
OTU715	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-605	CAG-605 sp900545005
OTU716	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-611	CAG-611 sp000434175
OTU717	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-611	CAG-611 sp900552235
OTU718	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 CAG-617	CAG-617 sp000431275
OTU719	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 CAG-617	CAG-617 sp000438115
OTU720	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 CAG-617	CAG-617 sp900553285
OTU721	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-628	CAG-628 sp000438415
OTU722	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-628	CAG-628 sp003524085
OTU723	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-628	CAG-628 sp900553835
OTU724	Bacteria	 Firmicutes	 Bacilli	 RFN20	 CAG-631	 CAG-631	CAG-631 sp000433015
OTU725	Bacteria	 Firmicutes	 Bacilli	 RFN20	 CAG-631	 CAG-631	CAG-631 sp900754115
OTU726	Bacteria	 Firmicutes	 Bacilli	 RFN20	 CAG-631	 CAG-631	CAG-631 sp900762575
OTU727	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-632	CAG-632 sp000431515
OTU728	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-632	CAG-632 sp002406015
OTU729	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-632	CAG-632 sp900539185
OTU730	Bacteria	 Firmicutes	 Bacilli	 ML615J-28	 CAG-698	 CAG-698	CAG-698 sp000431235
OTU731	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-710	CAG-710 sp000432595
OTU732	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 CAG-724	CAG-724 sp003524145
OTU733	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 CAG-724	CAG-724 sp900551005
OTU734	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-762	CAG-762 sp000432575
OTU735	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-762	CAG-762 sp900551315
OTU736	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-776	CAG-776 sp000438195
OTU737	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-776	CAG-776 sp900549285
OTU738	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-776	CAG-776 sp900758895
OTU739	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-791	CAG-791 sp000431495
OTU740	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-791	CAG-791 sp900315055
OTU741	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-793	CAG-793 sp000433915
OTU742	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-793	CAG-793 sp900557475
OTU743	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-81	CAG-81 sp000435795
OTU744	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-81	CAG-81 sp900066055
OTU745	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-81	CAG-81 sp900066535
OTU746	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-81	CAG-81 sp900066785
OTU747	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-81	CAG-81 sp900541255
OTU748	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-81	CAG-81 sp900556965
OTU749	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-822	CAG-822 sp000432855
OTU750	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-822	CAG-822 sp900546055
OTU751	Bacteria	 Firmicutes	 Bacilli	 RFN20	 CAG-826	 CAG-826	CAG-826 sp000437235
OTU752	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp000431575
OTU753	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp000435555
OTU754	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp000435975
OTU755	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp001916855
OTU756	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp003487665
OTU757	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp003539495
OTU758	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900313295
OTU759	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900545495
OTU760	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900545585
OTU761	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900547745
OTU762	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900548615
OTU763	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900549395
OTU764	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900550585
OTU765	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900550615
OTU766	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900551355
OTU767	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900551995
OTU768	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900552475
OTU769	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900552725
OTU770	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900554275
OTU771	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900555735
OTU772	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900556015
OTU773	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp900756715
OTU774	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-83	CAG-83 sp902388735
OTU775	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 CAG-831	CAG-831 sp000432775
OTU776	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 CAG-831	CAG-831 sp900544175
OTU777	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 CAG-831	CAG-831 sp900550465
OTU778	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 CAG-831	CAG-831 sp900771335
OTU779	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 CAG-831	CAG-831 sp902388455
OTU780	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 CAG-841	CAG-841 sp000437375
OTU781	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 CAG-841	CAG-841 sp002479075
OTU782	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 CAG-841	CAG-841 sp900544285
OTU783	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp001701165
OTU784	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp002493945
OTU785	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp004552485
OTU786	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp009775195
OTU787	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp900540625
OTU788	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp900548975
OTU789	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp900550395
OTU790	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp900554265
OTU791	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp900554715
OTU792	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp900555715
OTU793	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	CAG-873 sp900755985
OTU794	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-877	CAG-877 sp000433455
OTU795	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-877	CAG-877 sp900548695
OTU796	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-877	CAG-877 sp900552495
OTU797	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-877	CAG-877 sp900554305
OTU798	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-877	CAG-877 sp900554315
OTU799	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-877	CAG-877 sp900753325
OTU800	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-877	CAG-877 sp900768815
OTU801	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-878	CAG-878 sp000432255
OTU802	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-882	CAG-882 sp000435595
OTU803	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-882	CAG-882 sp003486385
OTU804	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-882	CAG-882 sp900545175
OTU805	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-882	CAG-882 sp900545455
OTU806	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-884	CAG-884 sp000433875
OTU807	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-914	CAG-914 sp000437895
OTU808	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-917	CAG-917 sp000437555
OTU809	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-95	CAG-95 sp000436115
OTU810	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-95	CAG-95 sp000438155
OTU811	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-95	CAG-95 sp900066375
OTU812	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-95	CAG-95 sp900553305
OTU813	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-95	CAG-95 sp900554925
OTU814	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-964	CAG-964 sp000435335
OTU815	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 CAG-964	CAG-964 sp902789345
OTU816	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-977	 CAG-977	CAG-977 sp000434295
OTU817	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-977	 CAG-977	CAG-977 sp900768845
OTU818	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-988	CAG-988 sp003149915
OTU819	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CHH4-2	CHH4-2 sp002899675
OTU820	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 COE1	COE1 sp001916965
OTU821	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 COE1	COE1 sp900753305
OTU822	Bacteria	 Firmicutes_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Caecibacter	Caecibacter hominis
OTU823	Bacteria	 Firmicutes_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Caecibacter	Caecibacter massiliensis
OTU824	Bacteria	 Firmicutes_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Caecibacter	Caecibacter sp003467125
OTU825	Bacteria	 Firmicutes_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Caecibacter	Caecibacter sp900549385
OTU826	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter_A	Campylobacter_A concisus
OTU827	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter_B	Campylobacter_B hominis
OTU828	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter_B	Campylobacter_B sp900539505
OTU829	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter_B	Campylobacter_B ureolyticus
OTU830	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 Caproiciproducens	Caproiciproducens sp000752215
OTU831	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 Caproiciproducens	Caproiciproducens sp900546895
OTU832	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cardiobacteriales	 Cardiobacteriaceae	 Cardiobacterium	Cardiobacterium valvarum
OTU833	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Catenibacillus	Catenibacillus sp900553975
OTU834	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Catenibacillus	Catenibacillus sp900557175
OTU835	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Catenibacillus	Catenibacillus sp902363555
OTU836	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	Catenibacterium mitsuokai
OTU837	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	Catenibacterium sp000437715
OTU838	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	Catenibacterium sp900540665
OTU839	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	Catenibacterium sp900540685
OTU840	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	Catenibacterium sp900764565
OTU841	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	Catenibacterium sp900764725
OTU842	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter	Caulobacter sp903900155
OTU843	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Cedecea	Cedecea davisae
OTU844	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Cellulosilyticaceae	 Cellulosilyticum	Cellulosilyticum sp900556665
